Date,Store,Product,Price,Cost,Units_Sold,Promo,Holiday
2024-04-14,Store_A,Chips,20.18,11.0,341,0,0
2024-04-14,Store_B,Chips,19.9,11.0,319,0,0
2024-04-14,Store_C,Chips,19.91,11.0,386,0,0
2024-04-14,Store_A,Water,8.0,4.0,784,0,0
2024-04-14,Store_B,Water,8.02,4.0,709,0,0
2024-04-14,Store_C,Water,7.91,4.0,717,0,0
2024-04-15,Store_A,Cola,12.19,7.0,493,0,0
2024-04-15,Store_B,Cola,10.91,7.0,756,1,0
2024-04-15,Store_C,Cola,11.27,7.0,522,0,0
2024-04-15,Store_A,Chips,20.02,11.0,301,0,0
2024-04-15,Store_B,Chips,17.78,11.0,452,1,0
2024-04-15,Store_C,Chips,19.86,11.0,272,0,0
2024-04-15,Store_A,Water,7.9,4.0,667,0,0
2024-04-15,Store_B,Water,8.15,4.0,676,0,0
2024-04-15,Store_C,Water,8.58,4.0,582,0,0
2024-04-16,Store_A,Cola,11.7,7.0,542,0,0
2024-04-16,Store_B,Cola,10.9,7.0,741,1,0
2024-04-16,Store_C,Cola,12.23,7.0,519,0,0
2024-04-16,Store_A,Chips,20.25,11.0,246,0,0
2024-04-16,Store_B,Chips,21.04,11.0,274,0,0
2024-04-16,Store_C,Chips,17.81,11.0,495,1,0
2024-04-16,Store_A,Water,7.86,4.0,724,0,0
2024-04-16,Store_B,Water,8.01,4.0,614,0,0
2024-04-16,Store_C,Water,7.77,4.0,740,0,0
2024-04-17,Store_A,Cola,11.91,7.0,457,0,0
2024-04-17,Store_B,Cola,12.5,7.0,521,0,0
2024-04-17,Store_C,Cola,11.88,7.0,498,0,0
2024-04-17,Store_A,Chips,18.98,11.0,326,0,0
2024-04-17,Store_B,Chips,20.3,11.0,285,0,0
2024-04-17,Store_C,Chips,20.75,11.0,253,0,0
2024-04-17,Store_A,Water,7.81,4.0,669,0,0
2024-04-17,Store_B,Water,8.46,4.0,570,0,0
2024-04-17,Store_C,Water,7.74,4.0,646,0,0
2024-04-18,Store_A,Cola,11.78,7.0,546,0,0
2024-04-18,Store_B,Cola,12.42,7.0,496,0,0
2024-04-18,Store_C,Cola,10.6,7.0,769,1,0
2024-04-18,Store_A,Chips,20.56,11.0,328,0,0
2024-04-18,Store_B,Chips,20.4,11.0,292,0,0
2024-04-18,Store_C,Chips,20.4,11.0,273,0,0
2024-04-18,Store_A,Water,8.18,4.0,591,0,0
2024-04-18,Store_B,Water,7.93,4.0,704,0,0
2024-04-18,Store_C,Water,7.92,4.0,567,0,0
2024-04-19,Store_A,Cola,11.73,7.0,533,0,0
2024-04-19,Store_B,Cola,12.0,7.0,479,0,0
2024-04-19,Store_C,Cola,12.18,7.0,518,0,0
2024-04-19,Store_A,Chips,20.22,11.0,286,0,0
2024-04-19,Store_B,Chips,19.85,11.0,283,0,0
2024-04-19,Store_C,Chips,19.63,11.0,313,0,0
2024-04-19,Store_A,Water,7.0,4.0,1167,1,0
2024-04-19,Store_B,Water,7.81,4.0,655,0,0
2024-04-19,Store_C,Water,7.14,4.0,959,1,0
2024-04-20,Store_A,Cola,10.85,7.0,889,1,0
2024-04-20,Store_B,Cola,12.05,7.0,465,0,0
2024-04-20,Store_C,Cola,12.23,7.0,535,0,0
2024-04-20,Store_A,Chips,20.27,11.0,320,0,0
2024-04-20,Store_B,Chips,19.21,11.0,344,0,0
2024-04-20,Store_C,Chips,19.72,11.0,350,0,0
2024-04-20,Store_A,Water,7.37,4.0,1171,1,0
2024-04-20,Store_B,Water,7.79,4.0,831,0,0
2024-04-20,Store_C,Water,7.95,4.0,644,0,0
2024-04-21,Store_A,Cola,12.03,7.0,559,0,0
2024-04-21,Store_B,Cola,11.62,7.0,624,0,0
2024-04-21,Store_C,Cola,12.41,7.0,563,0,0
2024-04-21,Store_A,Chips,20.06,11.0,345,0,0
2024-04-21,Store_B,Chips,20.67,11.0,296,0,0
2024-04-21,Store_C,Chips,20.41,11.0,312,0,0
2024-04-21,Store_A,Water,7.92,4.0,731,0,0
2024-04-21,Store_B,Water,8.14,4.0,691,0,0
2024-04-21,Store_C,Water,6.95,4.0,1194,1,0
2024-04-22,Store_A,Cola,12.29,7.0,503,0,0
2024-04-22,Store_B,Cola,10.67,7.0,788,1,0
2024-04-22,Store_C,Cola,12.22,7.0,458,0,0
2024-04-22,Store_A,Chips,19.33,11.0,288,0,0
2024-04-22,Store_B,Chips,17.93,11.0,478,1,0
2024-04-22,Store_C,Chips,19.8,11.0,328,0,0
2024-04-22,Store_A,Water,8.07,4.0,587,0,0
2024-04-22,Store_B,Water,8.1,4.0,624,0,0
2024-04-22,Store_C,Water,8.23,4.0,653,0,0
2024-04-23,Store_A,Cola,11.93,7.0,513,0,0
2024-04-23,Store_B,Cola,13.02,7.0,440,0,0
2024-04-23,Store_C,Cola,12.44,7.0,477,0,0
2024-04-23,Store_A,Chips,19.8,11.0,291,0,0
2024-04-23,Store_B,Chips,20.33,11.0,325,0,0
2024-04-23,Store_C,Chips,18.59,11.0,421,1,0
2024-04-23,Store_A,Water,8.1,4.0,649,0,0
2024-04-23,Store_B,Water,7.84,4.0,771,0,0
2024-04-23,Store_C,Water,7.43,4.0,700,0,0
2024-04-24,Store_A,Cola,11.94,7.0,520,0,0
2024-04-24,Store_B,Cola,12.31,7.0,454,0,0
2024-04-24,Store_C,Cola,11.73,7.0,502,0,0
2024-04-24,Store_A,Chips,20.35,11.0,280,0,0
2024-04-24,Store_B,Chips,19.81,11.0,300,0,0
2024-04-24,Store_C,Chips,20.46,11.0,265,0,0
2024-04-24,Store_A,Water,7.47,4.0,638,0,0
2024-04-24,Store_B,Water,8.04,4.0,619,0,0
2024-04-24,Store_C,Water,8.0,4.0,736,0,0
2024-04-25,Store_A,Cola,11.55,7.0,501,0,0
2024-04-25,Store_B,Cola,11.01,7.0,770,1,0
2024-04-25,Store_C,Cola,12.08,7.0,497,0,0
2024-04-25,Store_A,Chips,19.9,11.0,257,0,0
2024-04-25,Store_B,Chips,19.63,11.0,271,0,0
2024-04-25,Store_C,Chips,19.57,11.0,300,0,0
2024-04-25,Store_A,Water,7.38,4.0,981,1,0
2024-04-25,Store_B,Water,8.26,4.0,661,0,0
2024-04-25,Store_C,Water,7.0,4.0,1007,1,0
2024-04-26,Store_A,Cola,12.21,7.0,498,0,0
2024-04-26,Store_B,Cola,10.94,7.0,791,1,0
2024-04-26,Store_C,Cola,12.56,7.0,435,0,0
2024-04-26,Store_A,Chips,19.94,11.0,286,0,0
2024-04-26,Store_B,Chips,20.41,11.0,316,0,0
2024-04-26,Store_C,Chips,19.59,11.0,311,0,0
2024-04-26,Store_A,Water,7.98,4.0,681,0,0
2024-04-26,Store_B,Water,8.2,4.0,610,0,0
2024-04-26,Store_C,Water,7.18,4.0,931,1,0
2024-04-27,Store_A,Cola,11.95,7.0,581,0,0
2024-04-27,Store_B,Cola,11.65,7.0,585,0,0
2024-04-27,Store_C,Cola,10.7,7.0,882,1,0
2024-04-27,Store_A,Chips,17.41,11.0,499,1,0
2024-04-27,Store_B,Chips,20.14,11.0,350,0,0
2024-04-27,Store_C,Chips,18.18,11.0,517,1,0
2024-04-27,Store_A,Water,8.32,4.0,700,0,0
2024-04-27,Store_B,Water,7.98,4.0,758,0,0
2024-04-27,Store_C,Water,8.05,4.0,698,0,0
2024-04-28,Store_A,Cola,12.1,7.0,546,0,0
2024-04-28,Store_B,Cola,12.41,7.0,527,0,0
2024-04-28,Store_C,Cola,10.55,7.0,911,1,0
2024-04-28,Store_A,Chips,18.34,11.0,531,1,0
2024-04-28,Store_B,Chips,20.38,11.0,324,0,0
2024-04-28,Store_C,Chips,20.36,11.0,334,0,0
2024-04-28,Store_A,Water,7.78,4.0,863,0,0
2024-04-28,Store_B,Water,7.15,4.0,1091,1,0
2024-04-28,Store_C,Water,8.12,4.0,690,0,0
2024-04-29,Store_A,Cola,11.51,7.0,539,0,0
2024-04-29,Store_B,Cola,11.85,7.0,502,0,0
2024-04-29,Store_C,Cola,12.25,7.0,544,0,0
2024-04-29,Store_A,Chips,19.99,11.0,279,0,0
2024-04-29,Store_B,Chips,20.29,11.0,339,0,0
2024-04-29,Store_C,Chips,20.62,11.0,264,0,0
2024-04-29,Store_A,Water,7.9,4.0,689,0,0
2024-04-29,Store_B,Water,7.45,4.0,1057,1,0
2024-04-29,Store_C,Water,8.1,4.0,669,0,0
2024-04-30,Store_A,Cola,12.17,7.0,496,0,0
2024-04-30,Store_B,Cola,11.8,7.0,515,0,0
2024-04-30,Store_C,Cola,11.79,7.0,540,0,0
2024-04-30,Store_A,Chips,19.94,11.0,274,0,0
2024-04-30,Store_B,Chips,20.55,11.0,296,0,0
2024-04-30,Store_C,Chips,18.66,11.0,455,1,0
2024-04-30,Store_A,Water,7.73,4.0,672,0,0
2024-04-30,Store_B,Water,7.2,4.0,1038,1,0
2024-04-30,Store_C,Water,6.93,4.0,1075,1,0
2024-05-01,Store_A,Cola,11.9,7.0,519,0,0
2024-05-01,Store_B,Cola,12.24,7.0,474,0,0
2024-05-01,Store_C,Cola,10.49,7.0,829,1,0
2024-05-01,Store_A,Chips,17.8,11.0,508,1,0
2024-05-01,Store_B,Chips,20.42,11.0,282,0,0
2024-05-01,Store_C,Chips,18.97,11.0,337,0,0
2024-05-01,Store_A,Water,7.8,4.0,758,0,0
2024-05-01,Store_B,Water,7.82,4.0,690,0,0
2024-05-01,Store_C,Water,8.14,4.0,680,0,0
2024-05-02,Store_A,Cola,12.06,7.0,529,0,0
2024-05-02,Store_B,Cola,11.65,7.0,533,0,0
2024-05-02,Store_C,Cola,12.06,7.0,568,0,0
2024-05-02,Store_A,Chips,19.77,11.0,305,0,0
2024-05-02,Store_B,Chips,19.63,11.0,298,0,0
2024-05-02,Store_C,Chips,19.82,11.0,311,0,0
2024-05-02,Store_A,Water,7.15,4.0,1090,1,0
2024-05-02,Store_B,Water,7.29,4.0,1031,1,0
2024-05-02,Store_C,Water,6.98,4.0,1124,1,0
2024-05-03,Store_A,Cola,10.94,7.0,512,0,0
2024-05-03,Store_B,Cola,12.25,7.0,502,0,0
2024-05-03,Store_C,Cola,12.18,7.0,480,0,0
2024-05-03,Store_A,Chips,18.17,11.0,335,0,0
2024-05-03,Store_B,Chips,19.94,11.0,290,0,0
2024-05-03,Store_C,Chips,18.9,11.0,304,0,0
2024-05-03,Store_A,Water,7.12,4.0,911,1,0
2024-05-03,Store_B,Water,8.11,4.0,564,0,0
2024-05-03,Store_C,Water,8.27,4.0,647,0,0
2024-05-04,Store_A,Cola,11.07,7.0,585,0,0
2024-05-04,Store_B,Cola,11.72,7.0,545,0,0
2024-05-04,Store_C,Cola,12.21,7.0,523,0,0
2024-05-04,Store_A,Chips,17.82,11.0,534,1,0
2024-05-04,Store_B,Chips,19.69,11.0,331,0,0
2024-05-04,Store_C,Chips,18.48,11.0,486,1,0
2024-05-04,Store_A,Water,8.06,4.0,742,0,0
2024-05-04,Store_B,Water,8.2,4.0,739,0,0
2024-05-04,Store_C,Water,8.01,4.0,757,0,0
2024-05-05,Store_A,Cola,11.88,7.0,506,0,0
2024-05-05,Store_B,Cola,12.11,7.0,517,0,0
2024-05-05,Store_C,Cola,11.15,7.0,645,0,0
2024-05-05,Store_A,Chips,19.54,11.0,348,0,0
2024-05-05,Store_B,Chips,17.81,11.0,516,1,0
2024-05-05,Store_C,Chips,19.91,11.0,354,0,0
2024-05-05,Store_A,Water,8.12,4.0,708,0,0
2024-05-05,Store_B,Water,7.93,4.0,752,0,0
2024-05-05,Store_C,Water,7.93,4.0,678,0,0
2024-05-06,Store_A,Cola,10.76,7.0,836,1,0
2024-05-06,Store_B,Cola,12.17,7.0,474,0,0
2024-05-06,Store_C,Cola,11.16,7.0,811,1,0
2024-05-06,Store_A,Chips,19.59,11.0,318,0,0
2024-05-06,Store_B,Chips,18.06,11.0,451,1,0
2024-05-06,Store_C,Chips,19.1,11.0,346,0,0
2024-05-06,Store_A,Water,7.84,4.0,603,0,0
2024-05-06,Store_B,Water,8.06,4.0,618,0,0
2024-05-06,Store_C,Water,7.77,4.0,618,0,0
2024-05-07,Store_A,Cola,12.25,7.0,520,0,0
2024-05-07,Store_B,Cola,11.98,7.0,481,0,0
2024-05-07,Store_C,Cola,11.99,7.0,528,0,0
2024-05-07,Store_A,Chips,20.11,11.0,295,0,0
2024-05-07,Store_B,Chips,20.14,11.0,299,0,0
2024-05-07,Store_C,Chips,18.61,11.0,313,0,0
2024-05-07,Store_A,Water,6.91,4.0,1022,1,0
2024-05-07,Store_B,Water,7.05,4.0,1035,1,0
2024-05-07,Store_C,Water,8.12,4.0,679,0,0
2024-05-08,Store_A,Cola,12.25,7.0,470,0,0
2024-05-08,Store_B,Cola,11.12,7.0,783,1,0
2024-05-08,Store_C,Cola,10.95,7.0,805,1,0
2024-05-08,Store_A,Chips,19.51,11.0,311,0,0
2024-05-08,Store_B,Chips,18.47,11.0,465,1,0
2024-05-08,Store_C,Chips,19.49,11.0,310,0,0
2024-05-08,Store_A,Water,7.3,4.0,721,0,0
2024-05-08,Store_B,Water,8.18,4.0,579,0,0
2024-05-08,Store_C,Water,7.1,4.0,1045,1,0
2024-05-09,Store_A,Cola,11.85,7.0,512,0,0
2024-05-09,Store_B,Cola,10.48,7.0,840,1,0
2024-05-09,Store_C,Cola,11.78,7.0,511,0,0
2024-05-09,Store_A,Chips,20.3,11.0,261,0,0
2024-05-09,Store_B,Chips,20.13,11.0,303,0,0
2024-05-09,Store_C,Chips,20.57,11.0,285,0,0
2024-05-09,Store_A,Water,7.9,4.0,706,0,0
2024-05-09,Store_B,Water,8.44,4.0,588,0,0
2024-05-09,Store_C,Water,8.3,4.0,637,0,0
2024-05-10,Store_A,Cola,11.32,7.0,528,0,0
2024-05-10,Store_B,Cola,11.87,7.0,507,0,0
2024-05-10,Store_C,Cola,11.63,7.0,495,0,0
2024-05-10,Store_A,Chips,17.84,11.0,445,1,0
2024-05-10,Store_B,Chips,20.94,11.0,292,0,0
2024-05-10,Store_C,Chips,19.97,11.0,278,0,0
2024-05-10,Store_A,Water,8.0,4.0,644,0,0
2024-05-10,Store_B,Water,8.08,4.0,585,0,0
2024-05-10,Store_C,Water,7.88,4.0,671,0,0
2024-05-11,Store_A,Cola,12.03,7.0,556,0,0
2024-05-11,Store_B,Cola,11.47,7.0,561,0,0
2024-05-11,Store_C,Cola,11.89,7.0,585,0,0
2024-05-11,Store_A,Chips,19.95,11.0,375,0,0
2024-05-11,Store_B,Chips,21.02,11.0,285,0,0
2024-05-11,Store_C,Chips,21.38,11.0,291,0,0
2024-05-11,Store_A,Water,7.33,4.0,802,0,0
2024-05-11,Store_B,Water,7.97,4.0,809,0,0
2024-05-11,Store_C,Water,7.63,4.0,819,0,0
2024-05-12,Store_A,Cola,12.07,7.0,559,0,0
2024-05-12,Store_B,Cola,11.9,7.0,559,0,0
2024-05-12,Store_C,Cola,12.22,7.0,524,0,0
2024-05-12,Store_A,Chips,20.36,11.0,328,0,0
2024-05-12,Store_B,Chips,19.73,11.0,331,0,0
2024-05-12,Store_C,Chips,17.69,11.0,569,1,0
2024-05-12,Store_A,Water,8.05,4.0,631,0,0
2024-05-12,Store_B,Water,8.1,4.0,679,0,0
2024-05-12,Store_C,Water,7.92,4.0,768,0,0
2024-05-13,Store_A,Cola,11.53,7.0,528,0,0
2024-05-13,Store_B,Cola,11.92,7.0,527,0,0
2024-05-13,Store_C,Cola,11.59,7.0,563,0,0
2024-05-13,Store_A,Chips,20.05,11.0,339,0,0
2024-05-13,Store_B,Chips,19.24,11.0,304,0,0
2024-05-13,Store_C,Chips,20.12,11.0,283,0,0
2024-05-13,Store_A,Water,7.92,4.0,666,0,0
2024-05-13,Store_B,Water,8.09,4.0,626,0,0
2024-05-13,Store_C,Water,7.63,4.0,652,0,0
2024-05-14,Store_A,Cola,11.91,7.0,489,0,0
2024-05-14,Store_B,Cola,11.72,7.0,458,0,0
2024-05-14,Store_C,Cola,11.86,7.0,473,0,0
2024-05-14,Store_A,Chips,17.83,11.0,480,1,0
2024-05-14,Store_B,Chips,20.14,11.0,306,0,0
2024-05-14,Store_C,Chips,19.91,11.0,314,0,0
2024-05-14,Store_A,Water,8.0,4.0,628,0,0
2024-05-14,Store_B,Water,7.33,4.0,989,1,0
2024-05-14,Store_C,Water,7.95,4.0,721,0,0
2024-05-15,Store_A,Cola,12.32,7.0,496,0,0
2024-05-15,Store_B,Cola,10.96,7.0,717,1,0
2024-05-15,Store_C,Cola,11.87,7.0,472,0,0
2024-05-15,Store_A,Chips,17.62,11.0,483,1,0
2024-05-15,Store_B,Chips,18.25,11.0,446,1,0
2024-05-15,Store_C,Chips,20.88,11.0,307,0,0
2024-05-15,Store_A,Water,8.14,4.0,588,0,0
2024-05-15,Store_B,Water,8.52,4.0,615,0,0
2024-05-15,Store_C,Water,7.24,4.0,941,1,0
2024-05-16,Store_A,Cola,12.97,7.0,466,0,0
2024-05-16,Store_B,Cola,10.57,7.0,855,1,0
2024-05-16,Store_C,Cola,12.08,7.0,458,0,0
2024-05-16,Store_A,Chips,19.75,11.0,294,0,0
2024-05-16,Store_B,Chips,21.17,11.0,286,0,0
2024-05-16,Store_C,Chips,19.76,11.0,310,0,0
2024-05-16,Store_A,Water,8.23,4.0,672,0,0
2024-05-16,Store_B,Water,8.21,4.0,692,0,0
2024-05-16,Store_C,Water,8.03,4.0,692,0,0
2024-05-17,Store_A,Cola,11.92,7.0,575,0,0
2024-05-17,Store_B,Cola,10.76,7.0,768,1,0
2024-05-17,Store_C,Cola,11.73,7.0,521,0,0
2024-05-17,Store_A,Chips,20.44,11.0,266,0,0
2024-05-17,Store_B,Chips,20.19,11.0,309,0,0
2024-05-17,Store_C,Chips,21.32,11.0,240,0,0
2024-05-17,Store_A,Water,8.5,4.0,630,0,0
2024-05-17,Store_B,Water,7.52,4.0,731,0,0
2024-05-17,Store_C,Water,7.09,4.0,949,1,0
2024-05-18,Store_A,Cola,12.1,7.0,513,0,0
2024-05-18,Store_B,Cola,10.67,7.0,918,1,0
2024-05-18,Store_C,Cola,11.47,7.0,549,0,0
2024-05-18,Store_A,Chips,18.54,11.0,355,0,0
2024-05-18,Store_B,Chips,20.75,11.0,328,0,0
2024-05-18,Store_C,Chips,20.3,11.0,316,0,0
2024-05-18,Store_A,Water,7.78,4.0,710,0,0
2024-05-18,Store_B,Water,8.15,4.0,719,0,0
2024-05-18,Store_C,Water,8.07,4.0,769,0,0
2024-05-19,Store_A,Cola,10.74,7.0,867,1,0
2024-05-19,Store_B,Cola,11.0,7.0,804,1,0
2024-05-19,Store_C,Cola,12.59,7.0,529,0,0
2024-05-19,Store_A,Chips,20.4,11.0,334,0,0
2024-05-19,Store_B,Chips,19.79,11.0,341,0,0
2024-05-19,Store_C,Chips,20.51,11.0,316,0,0
2024-05-19,Store_A,Water,8.6,4.0,678,0,0
2024-05-19,Store_B,Water,7.47,4.0,831,0,0
2024-05-19,Store_C,Water,7.67,4.0,761,0,0
2024-05-20,Store_A,Cola,11.94,7.0,566,0,0
2024-05-20,Store_B,Cola,12.34,7.0,514,0,0
2024-05-20,Store_C,Cola,10.88,7.0,783,1,0
2024-05-20,Store_A,Chips,20.28,11.0,296,0,0
2024-05-20,Store_B,Chips,17.87,11.0,404,1,0
2024-05-20,Store_C,Chips,20.14,11.0,297,0,0
2024-05-20,Store_A,Water,7.41,4.0,936,1,0
2024-05-20,Store_B,Water,7.8,4.0,729,0,0
2024-05-20,Store_C,Water,8.07,4.0,627,0,0
2024-05-21,Store_A,Cola,10.77,7.0,762,1,0
2024-05-21,Store_B,Cola,12.55,7.0,438,0,0
2024-05-21,Store_C,Cola,12.13,7.0,491,0,0
2024-05-21,Store_A,Chips,19.31,11.0,308,0,0
2024-05-21,Store_B,Chips,20.05,11.0,286,0,0
2024-05-21,Store_C,Chips,20.29,11.0,314,0,0
2024-05-21,Store_A,Water,7.34,4.0,1035,1,0
2024-05-21,Store_B,Water,7.96,4.0,664,0,0
2024-05-21,Store_C,Water,7.77,4.0,677,0,0
2024-05-22,Store_A,Cola,12.27,7.0,521,0,0
2024-05-22,Store_B,Cola,13.04,7.0,457,0,0
2024-05-22,Store_C,Cola,11.96,7.0,490,0,0
2024-05-22,Store_A,Chips,20.43,11.0,304,0,0
2024-05-22,Store_B,Chips,19.68,11.0,303,0,0
2024-05-22,Store_C,Chips,17.85,11.0,558,1,0
2024-05-22,Store_A,Water,7.77,4.0,707,0,0
2024-05-22,Store_B,Water,8.07,4.0,674,0,0
2024-05-22,Store_C,Water,8.07,4.0,674,0,0
2024-05-23,Store_A,Cola,11.79,7.0,488,0,0
2024-05-23,Store_B,Cola,12.22,7.0,505,0,0
2024-05-23,Store_C,Cola,10.8,7.0,864,1,0
2024-05-23,Store_A,Chips,20.63,11.0,293,0,0
2024-05-23,Store_B,Chips,20.84,11.0,281,0,0
2024-05-23,Store_C,Chips,19.89,11.0,318,0,0
2024-05-23,Store_A,Water,7.22,4.0,1031,1,0
2024-05-23,Store_B,Water,7.93,4.0,659,0,0
2024-05-23,Store_C,Water,8.21,4.0,617,0,0
2024-05-24,Store_A,Cola,12.01,7.0,500,0,0
2024-05-24,Store_B,Cola,12.83,7.0,436,0,0
2024-05-24,Store_C,Cola,12.33,7.0,510,0,0
2024-05-24,Store_A,Chips,19.14,11.0,299,0,0
2024-05-24,Store_B,Chips,19.82,11.0,291,0,0
2024-05-24,Store_C,Chips,19.66,11.0,336,0,0
2024-05-24,Store_A,Water,8.0,4.0,710,0,0
2024-05-24,Store_B,Water,7.11,4.0,988,1,0
2024-05-24,Store_C,Water,7.99,4.0,721,0,0
2024-05-25,Store_A,Cola,12.2,7.0,535,0,0
2024-05-25,Store_B,Cola,11.34,7.0,648,0,0
2024-05-25,Store_C,Cola,12.12,7.0,532,0,0
2024-05-25,Store_A,Chips,20.03,11.0,347,0,0
2024-05-25,Store_B,Chips,20.36,11.0,323,0,0
2024-05-25,Store_C,Chips,21.04,11.0,320,0,0
2024-05-25,Store_A,Water,7.92,4.0,770,0,0
2024-05-25,Store_B,Water,8.24,4.0,713,0,0
2024-05-25,Store_C,Water,7.22,4.0,1205,1,0
2024-05-26,Store_A,Cola,11.04,7.0,881,1,0
2024-05-26,Store_B,Cola,10.75,7.0,855,1,0
2024-05-26,Store_C,Cola,10.82,7.0,901,1,0
2024-05-26,Store_A,Chips,17.9,11.0,532,1,0
2024-05-26,Store_B,Chips,17.42,11.0,525,1,0
2024-05-26,Store_C,Chips,19.89,11.0,333,0,0
2024-05-26,Store_A,Water,7.3,4.0,1136,1,0
2024-05-26,Store_B,Water,7.43,4.0,890,0,0
2024-05-26,Store_C,Water,8.02,4.0,717,0,0
2024-05-27,Store_A,Cola,12.06,7.0,521,0,0
2024-05-27,Store_B,Cola,12.41,7.0,497,0,0
2024-05-27,Store_C,Cola,12.2,7.0,501,0,0
2024-05-27,Store_A,Chips,20.23,11.0,291,0,0
2024-05-27,Store_B,Chips,20.46,11.0,301,0,0
2024-05-27,Store_C,Chips,19.51,11.0,301,0,0
2024-05-27,Store_A,Water,8.65,4.0,606,0,0
2024-05-27,Store_B,Water,8.17,4.0,611,0,0
2024-05-27,Store_C,Water,7.25,4.0,898,1,0
2024-05-28,Store_A,Cola,12.14,7.0,463,0,0
2024-05-28,Store_B,Cola,10.68,7.0,807,1,0
2024-05-28,Store_C,Cola,12.43,7.0,513,0,0
2024-05-28,Store_A,Chips,20.69,11.0,280,0,0
2024-05-28,Store_B,Chips,19.79,11.0,299,0,0
2024-05-28,Store_C,Chips,19.62,11.0,301,0,0
2024-05-28,Store_A,Water,7.97,4.0,635,0,0
2024-05-28,Store_B,Water,7.42,4.0,839,1,0
2024-05-28,Store_C,Water,7.39,4.0,753,0,0
2024-05-29,Store_A,Cola,12.05,7.0,464,0,0
2024-05-29,Store_B,Cola,12.06,7.0,537,0,0
2024-05-29,Store_C,Cola,11.09,7.0,783,1,0
2024-05-29,Store_A,Chips,20.2,11.0,270,0,0
2024-05-29,Store_B,Chips,20.15,11.0,281,0,0
2024-05-29,Store_C,Chips,19.88,11.0,304,0,0
2024-05-29,Store_A,Water,7.82,4.0,583,0,0
2024-05-29,Store_B,Water,8.09,4.0,605,0,0
2024-05-29,Store_C,Water,8.36,4.0,631,0,0
2024-05-30,Store_A,Cola,12.16,7.0,463,0,0
2024-05-30,Store_B,Cola,10.95,7.0,694,1,0
2024-05-30,Store_C,Cola,11.64,7.0,499,0,0
2024-05-30,Store_A,Chips,20.05,11.0,309,0,0
2024-05-30,Store_B,Chips,17.8,11.0,477,1,0
2024-05-30,Store_C,Chips,20.33,11.0,308,0,0
2024-05-30,Store_A,Water,8.32,4.0,679,0,0
2024-05-30,Store_B,Water,8.17,4.0,627,0,0
2024-05-30,Store_C,Water,7.09,4.0,1064,1,0
2024-05-31,Store_A,Cola,11.95,7.0,455,0,0
2024-05-31,Store_B,Cola,11.92,7.0,550,0,0
2024-05-31,Store_C,Cola,12.24,7.0,523,0,0
2024-05-31,Store_A,Chips,18.66,11.0,339,0,0
2024-05-31,Store_B,Chips,19.55,11.0,317,0,0
2024-05-31,Store_C,Chips,20.7,11.0,311,0,0
2024-05-31,Store_A,Water,7.99,4.0,689,0,0
2024-05-31,Store_B,Water,8.06,4.0,563,0,0
2024-05-31,Store_C,Water,8.05,4.0,674,0,0
2024-06-01,Store_A,Cola,11.43,7.0,569,0,0
2024-06-01,Store_B,Cola,12.3,7.0,593,0,0
2024-06-01,Store_C,Cola,11.82,7.0,565,0,0
2024-06-01,Store_A,Chips,19.98,11.0,321,0,0
2024-06-01,Store_B,Chips,20.98,11.0,316,0,0
2024-06-01,Store_C,Chips,19.64,11.0,370,0,0
2024-06-01,Store_A,Water,8.38,4.0,648,0,0
2024-06-01,Store_B,Water,7.68,4.0,771,0,0
2024-06-01,Store_C,Water,7.32,4.0,904,1,0
2024-06-02,Store_A,Cola,12.64,7.0,493,0,0
2024-06-02,Store_B,Cola,11.01,7.0,638,0,0
2024-06-02,Store_C,Cola,10.39,7.0,960,1,0
2024-06-02,Store_A,Chips,19.71,11.0,409,0,0
2024-06-02,Store_B,Chips,19.63,11.0,337,0,0
2024-06-02,Store_C,Chips,19.58,11.0,357,0,0
2024-06-02,Store_A,Water,7.87,4.0,727,0,0
2024-06-02,Store_B,Water,7.27,4.0,1100,1,0
2024-06-02,Store_C,Water,7.23,4.0,1270,1,0
2024-06-03,Store_A,Cola,12.17,7.0,462,0,0
2024-06-03,Store_B,Cola,10.84,7.0,756,1,0
2024-06-03,Store_C,Cola,11.66,7.0,514,0,0
2024-06-03,Store_A,Chips,18.85,11.0,410,1,0
2024-06-03,Store_B,Chips,19.06,11.0,333,0,0
2024-06-03,Store_C,Chips,18.27,11.0,495,1,0
2024-06-03,Store_A,Water,7.99,4.0,635,0,0
2024-06-03,Store_B,Water,8.12,4.0,701,0,0
2024-06-03,Store_C,Water,8.24,4.0,680,0,0
2024-06-04,Store_A,Cola,12.44,7.0,444,0,0
2024-06-04,Store_B,Cola,11.96,7.0,475,0,0
2024-06-04,Store_C,Cola,12.25,7.0,521,0,0
2024-06-04,Store_A,Chips,19.87,11.0,281,0,0
2024-06-04,Store_B,Chips,19.92,11.0,271,0,0
2024-06-04,Store_C,Chips,18.19,11.0,429,1,0
2024-06-04,Store_A,Water,8.21,4.0,565,0,0
2024-06-04,Store_B,Water,7.81,4.0,662,0,0
2024-06-04,Store_C,Water,7.6,4.0,606,0,0
2024-06-05,Store_A,Cola,11.36,7.0,484,0,0
2024-06-05,Store_B,Cola,10.95,7.0,756,1,0
2024-06-05,Store_C,Cola,12.29,7.0,487,0,0
2024-06-05,Store_A,Chips,19.85,11.0,286,0,0
2024-06-05,Store_B,Chips,19.9,11.0,318,0,0
